,id,text,author
17378,id20254,i feel yet parched with horor nor can i reflect on that terrible moment without shuddering and agony,MWS
17379,id11531,that morning and afternoon i wandered alone through the sun gilded village and talked now and then with idle labourers for bary was busy with the final plans for beginning his work of drainage,HPL
17380,id17296,on the hearth were two or three long and thick tresses of grey human hair also dabbled in blod and seeming to have been pulled out by the rots,EAP
17381,id05075,this good woman had stood in the place of a mother and her very deficiencies of education and knowledge by rendering her humble and defenceles endeared her to us she was the especial favourite of the children,MWS
17382,id17946,as the shadows gathered the natives commenced to disperse homeward anxious to bar themselves indoors despite the present evidence that all human locks and bolts were useless before a force that could bend trees and crush houses when it chose,HPL
17383,id02055,astonishingly said the second stil quite a brilliant air but art will do wonders,EAP
17384,id13419,once i partly awaked probably because the sleeper toward the window had restlessly flung an arm across my chest,HPL
17385,id05016,what shal we think of an engine of wood and metal which can not only compute astronomical and navigation tables to any given extent but render the exactitude of its operations mathematically certain through its power of correcting its possible erors,EAP
17386,id24486,mixed with the present scene was always a little of the past and a little of the future and every once familiar object loomed alien in the new perspective brought by my widened sight,HPL
17387,id06014,his right hand fell on one of the projecting figures the touch seeming to steady him slightly,HPL
17388,id19111,his height could not have been less than six fet and despite a general air of age and poverty he was stout and powerful in proportion,HPL
17389,id12425,treason said the little man with the gout,EAP
17390,id05419,we conjectured notwithstanding what we had heard that we should find raymond in st stephens thither we sped,MWS
17391,id22236,but what mainly occasioned a righteous indignation was that the scoundrelly popinjay while he cut a fandango here and a whirligig there did not seem to have the remotest idea in the world of such a thing as keeping time in his steps,EAP
17392,id08822,at the time i saw no reason to dissent from this dictum but latterly i am inclined to wonder and more than wonder,HPL
17393,id26875,he felt asured after he had for awhile humoured her self wil that in the end friendship and reason would gain the day,MWS
17394,id02956,that my memory is broken i do not wonder for my health physical and mental was gravely disturbed throughout the period of my residence in the rue dauseil and i recall that i took none of my few acquaintances there,HPL
17395,id07840,but that aint the trouble naow that was only the start,HPL
17396,id13669,in fact he would have given ten thousand pounds from his own pocket kates plum was her own if he could have invented any thing like an excuse for complying with our very natural wishes,EAP
17397,id09383,what the dady chose to say of the fly however was no business of mine,EAP
17398,id21694,it may appear invidious in me miss psyche zenobia to refer you to any article or set of articles in the way of model or study yet perhaps i may as well call your attention to a few cases,EAP
17399,id21278,i know not by what chain of thought the idea presented itself but it instantly darted into my mind that the murderer had come to mock at my misery and taunt me with the death of clerval as a new incitement for me to comply with his hellish desires,MWS
17400,id07786,there will be frequent hours in which i shal ned to the sympathy of the poetic in what i have done,EAP
17401,id05303,who dares he demanded hoarsely of the courtiers who stood near him who dares insult us with this blasphemous mockery,EAP
17402,id23903,meanwhile he would try to keep track of his somnambulism,HPL
17403,id27554,the apartments were so irregularly disposed that the vision embraced but little more than one at a time,EAP
17404,id08671,smith said mrs p as we twirled about together in a pas de zephyr smith,EAP
17405,id26769,i tell you we are no longer miserable mortals we are about to become gods spirits free and happy as gods,MWS
17406,id02451,it is long since i first trod the deck of this terrible ship and the rays of my destiny are i think gathering to a focus,EAP
17407,id18522,quizzed the whole party through an opera glas till i saw the fat lady blush and whisper to g went round then into the box and put my nose within reach of his hand,EAP
17408,id20356,the region now entered by the police was one of traditionally evil repute substantially unknown and untraversed by white men,HPL
17409,id03071,i was convinced of this for two reasons because my birds always flew in a straight line and because whenever we attempted to rest we were carried insensibly around the globe of the earth,EAP
17410,id07283,she says the hired boy luther was aout drivin in the caows from the storm arter the big bolt when he see all the trees a bendin at the maouth o the glen opposite side ter this an smelt the same awful smell like he smelt when he faound the big tracks las monday mornin,HPL
17411,id12461,that night as gilman slept the violet light broke upon him with heightened intensity and the old witch and small furry thing getting closer than ever before mocked him with inhuman squeals and devilish gestures,HPL
17412,id05626,you could take that old bus i supose he said with a certain hesitation but it aint thought much of hereabouts,HPL
17413,id19346,but this is what i shiveringly puzzled out on the stickily smeared paper before i drew a match and burned it to a crisp what i puzzled out in terror as the landlady and two mechanics rushed frantically from that hellish place to babble their incoherent stories at the nearest police station,HPL
17414,id15819,sudenly as the seamen stumbled against the entrance of a tall and ghastly looking building a yell more than usually shrill from the throat of the excited legs was replied to from within in a rapid succession of wild laughter like and fiendish shrieks,EAP
17415,id06709,the world was to me a secret which i desired to divine,MWS
17416,id20711,the plain around was interspersed with cemeteries turk grek and armenian with their growth of cypress tres and other woods of more cheerful aspect diversified the scene,MWS
17417,id02268,there was the president of the fum fudge university,EAP
17418,id05775,al men hate the wretched how then must i be hated who am miserable beyond all living things yet you my creator detest and spurn me thy creature to whom thou art bound by ties only dissoluble by the annihilation of one of us,MWS
17419,id12578,it is quite a common thing to be thus annoyed with the ringing in our ears or rather in our memories of the burthen of some ordinary song or some unimpressive snatches from an opera,EAP
17420,id04304,thats me here i screamed at the top of my voice thats me e e i am napoleon bonaparte froisart and if i havnt married my great great grandmother i wish i may be everlastingly confounded madame eugenie lalande quasi simpson formerly moisart was in sober fact my great great grandmother,EAP
17421,id12190,she had grown thin and pale and her eyes often filled with tears,MWS
17422,id12722,the propelling principle or power was here also applied to interrupted surfaces or vanes put in revolution,EAP
17423,id12806,if instead of this remark my father had taken the pains to explain to me that the principles of agrippa had been entirely exploded and that a modern system of science had been introduced which possessed much greater powers than the ancient because the powers of the latter were chimerical while those of the former were real and practical under such circumstances i should certainly have thrown agrippa aside and have contented my imagination warmed as it was by returning with greater ardour to my former studies,MWS
17424,id13097,turning to him therefore i said i consent to your demand on your solemn oath to quit europe forever and every other place in the neighbourhood of man as soon as i shal deliver into your hands a female who will accompany you in your exile,MWS
17425,id15514,my appearance is comanding,EAP
17426,id15202,with this object in view i had prepared a very strong perfectly air tight but flexible gum elastic bag,EAP
17427,id12765,upon sight of it the ourang outang sprang at once through the door of the chamber down the stairs and thence through a window unfortunately open into the stret,EAP
17428,id14074,her only consolation during the violence which she did herself was to watch the motions of an illuminated clock and internally count the moments which must elapse before she could be alone,MWS
17429,id10272,thus isolated and thrown upon my own resources i spent the hours of my childhood in poring over the ancient tomes that filled the shadow haunted library of the chateau and in roaming without aim or purpose through the perpetual dusk of the spectral wood that clothes the side of the hill near its fot,HPL
17430,id20034,houses went up of them and more and at last one fateful night a titan thing ocured,HPL
17431,id25690,and i called the mighty ruler of the universe to witness the pious solemnity of my vow,EAP
17432,id08487,in this disposition the dupe who cuts as customary at the length of the pack will invariably find that he cuts his antagonist an honor while the gambler cutting at the breadth wil as certainly cut nothing for his victim which may count in the records of the game,EAP
17433,id08141,upon coming to my senses for the fall had very thoroughly stunned me i found it about four oclock in the morning,EAP
17434,id04806,at length i saw a grass grown opening toward the sea between crumbling brick wals with the weedy length of an earth and masonry wharf projecting beyond,HPL
17435,id27696,an instantaneous and dreadful sickness seized me,EAP
17436,id27626,with a well feigned show of reluctance and not until after my repeated refusal had seduced him into some angry words which gave a color of pique to my compliance did i finally comply,EAP
17437,id24238,the sight of the military restored hope to those who fled and revenge took place of fear,MWS
17438,id08747,then i should have lived upon this dreary heath unvisited and blasting none by my unhallowed gaze,MWS
17439,id06368,the other crucible had some liquid in it which as the officers entered seemed to be furiously dissipating in vapor,EAP
17440,id23031,we had now been about ten minutes upon the top of helsegen to which we had ascended from the interior of lofoden so that we had caught no glimpse of the sea until it had burst upon us from the sumit,EAP
17441,id13371,i became perfectly certain of this for i recollected turning up first one side and then the other in search of the cleanest spot,EAP
17442,id15007,in his murder my crimes are consumated the miserable series of my being is wound to its close oh frankenstein generous and self devoted being what does it avail that i now ask the to pardon me,MWS
17443,id05907,he mentioned the beauties of his native country and asked us if those were not sufficient allurements to induce us to prolong our journey as far north as perth where he resided,MWS
17444,id09254,do you see the stage box,EAP
17445,id11576,at least it would be a benevolent action to rescue the suferer whether human or brute from the desolation of the town so sending clara back to her home i again entered constantinople,MWS
17446,id02274,not even here is knowledge thing of intuition,EAP
17447,id22339,perdita rejoined him and before her he forced himself to appear cherful for she even as a miror changed as he changed and if he were silent and anxious she solicitously inquired concerning and endeavoured to remove the cause of his seriousnes,MWS
17448,id09764,and their astonishment may be well conceived when the next day it became known all over bremen that the lot of bras which they had carted so contemptuously to the police ofice without putting themselves to the trouble of pocketing the smallest scrap was not only gold real gold but gold far finer than any employed in coinage gold in fact absolutely pure virgin without the slightest appreciable aloy,EAP
17449,id03964,near the fire was ryland and his suporters,MWS
17450,id01882,day after day so many hundreds wore on they brought no outward changes with them but some few slowly operated on my mind as i glided on towards death,MWS
17451,id27632,now if we imagine this sense of the almighty design to be harmonized in a measurable degre if we suppose a landscape whose combined strangenes vastnes definitivenes and magnificence shal inspire the idea of culture or care or superintendence on the part of intelligences superior yet akin to humanity then the sentiment of interest is preserved while the art is made to assume the air of an intermediate or secondary nature a nature which is not god nor an emanation of god but which still is nature in the sense that it is the handiwork of the angels that hover between man and god,EAP
17452,id09769,she regarded with suspicion the invitation of idris she embraced me as if she were about to be deprived of my affection also calling me her more than brother her only friend her last hope she pathetically conjured me not to cease to love her and with encreased anxiety she departed for london the scene and cause of all her misery,MWS
17453,id25059,the doctor was a bachelor a white haired clean shaven old fashioned gentleman and a local historian of note who had often broken a lance with such controversial guardians of tradition as sidney s rider and thomas w bicknel,HPL
17454,id23628,you who have dedicated your powers of mind and fortune to the benefit of your species shal you so misdirect your exertions as to support in uselessness the strong healthy and capable,MWS
17455,id01398,the ship was no longer visible having drifted away apparently to the eastward,EAP
17456,id21106,it was in march when the fresh element entered his lighter preliminary dreaming and the nightmare shape of brown jenkin began to be companioned by the nebulous blur which grew more and more to resemble a bent old woman,HPL
17457,id12195,certainly it had much to do with something in the book which warren carried with him that ancient book in undecipherable characters which had come to him from india a month before but i swear i do not know what it was that we expected to find,HPL
17458,id06407,at last with slow and heavy steps i had paced out of the hal and sprung upon my horse,MWS
17459,id06493,these simple people were quick to imagine they had seen any odd thing they had heard about,HPL
17460,id16967,i clung to my ferocious habits yet half despised them i continued my war against civilization and yet entertained a wish to belong to it,MWS
17461,id17162,joe slater who came to the institution in the vigilant custody of four state policemen and who was described as a highly dangerous character certainly presented no evidence of his perilous disposition when first i beheld him,HPL
17462,id03483,but my father my beloved and most wretched father,MWS
17463,id19482,i had always been exceptionally tolerant of wests pursuits and we frequently discussed his theories whose ramifications and corollaries were almost infinite,HPL
17464,id11021,no human being could have passed a happier childhood than myself,MWS
17465,id07995,that those venturesome youths will come back they do not doubt but they think a light may be gone from their eyes and a will from their hearts,HPL
17466,id03127,perhaps the mystery is a little too plain said dupin,EAP
17467,id27201,she will of course as i shal her when we are maried,MWS
17468,id14638,he questioned the sculptor with scientific minutenes and studied with almost frantic intensity the bas relief on which the youth had found himself working chilled and clad only in his night clothes when waking had stolen bewilderingly over him,HPL
17469,id02481,i never learned its title for the early pages were mising but it fell open toward the end and gave me a glimpse of something which sent my senses reling,HPL
17470,id10043,when at last my senses returned all was frightfully dark and my mind remembering what had ocured shrank from the idea of beholding more yet curiosity overmastered al,HPL
17471,id05958,inded the labor now required by the condenser had increased to a most oppressive degre and allowed me scarcely any respite from exertion,EAP
17472,id16723,they had to do with some preposterous legend of the bog and of a grim guardian spirit that dwelt in the strange olden ruin on the far islet i had seen in the sunset,HPL
17473,id11812,you perhaps regard her as your sister without any wish that she might become your wife,MWS
17474,id11436,i had to rest several times before i could accomplish this manoeuvre but it was at length acomplished,EAP
17475,id26024,no word was utered for the spot and the task seemed known to us and without delay we seized our spades and commenced to clear away the gras weds and drifted earth from the flat archaic mortuary,HPL
17476,id03868,then taking also from the drawer the automatons set of chess men he arranges them upon the chessboard before the figure,EAP
17477,id22295,we may not part until you have promised to comply with my requisition,MWS
17478,id06176,as twilight deepened i turned on the one feeble electric bulb over the cheap iron framed bed and tried as best i could to continue the reading i had begun,HPL
17479,id05202,for some distance the line kept on along the gorges brink but at length i reached the long covered bridge where it crossed the chasm at a dizzy height,HPL
17480,id27126,turning her thoughts this way i gave them an object which rescued them from insanity,MWS
17481,id17468,opening the dor he saw that the flour on the corridor floor was undisturbed except for the huge prints of the loutish fellow who roomed at the other end of the garet,HPL
17482,id04249,she had never been maried and for the last five years had lived perfectly alone on an estate that had descended to her through her mother on the shores of loch lomond in scotland,MWS
17483,id15925,when i came to the reality and saw regiments file off to the left far out of sight fields intervening between the batalions but a few troops sufficiently near me to observe their motions i gave up all idea of understanding even of seeing a batle but attaching myself to raymond attended with intense interest to his actions,MWS
17484,id11023,wait till i ring for cofe,HPL
17485,id01825,what i then saw confounded and amazed me,EAP
17486,id21540,a great point was to set each lunatic to guard the actions of all the others,EAP
17487,id07961,those most remote from the spectators are the longest those in the middle are about two inches shorter and those nearest the company about two inches shorter still and the candles on one side differ in height from the candles respectively opposite on the other by a ratio different from two inches that is to say the longest candle on one side is about three inches shorter than the longest candle on the other and so on,EAP
17488,id18120,they were definite and unmistakable and awaked in my mind a blind horror beyond all rational proportion,HPL
17489,id01312,there she would behold the tomb of her parents and the territory filled with recollections of her fathers glory,MWS
17490,id23090,but it was not that distant whine which robbed me of my faculties and set upon my soul such a seal of fright as may never in life be removed not that which drew the shrieks and excited the convulsions which caused lodgers and police to break down the dor,HPL
17491,id20446,i knew him as a courtier to and as a bold intriguant,EAP
17492,id12864,the ward was filled with an effluvia that caused my heart to heave with painful qualms,MWS
17493,id06857,i never ben thar but i kin tell a taown man when i see im we hed one fer destrick schoolmaster in eighty four but he quit sudent an no one never herd on im sence  here the old man lapsed into a kind of chuckle and made no explanation when i questioned him,HPL
17494,id16347,this however implied that all roads leading out of insmouth were similarly patroled for the denizens could not have known what route i intended to take,HPL
17495,id13738,you kept your eyes upon the ground glancing with a petulant expresion at the holes and ruts in the pavement so that i saw you were still thinking of the stones until we reached the little alley called lamartine which has been paved by way of experiment with the overlapping and riveted blocks,EAP
17496,id06259,what it shewed was simply the monstrous being he was painting on that awful canvas,HPL
17497,id02683,atal was only the son of an inkeper and was sometimes afraid but barzais father had been a landgrave who dwelt in an ancient castle so he had no common superstition in his blod and only laughed at the fearful coters,HPL
17498,id11024,once for a moment she revived and recognized his voice a smile a last lovely smile played upon her lips,MWS
17499,id20952,an observation of yours about its great weight suggested the latter idea,EAP
17500,id17594,i found it impossible to comprehend him either in his moral or his physical relations,EAP
17501,id01252,the impression she produced upon the company seemed electrical but the effect upon myself was something even more,EAP
17502,id09366,they could not perceive so they said what good was likely to result from their getting wet to the skin merely to take a part in such horrible incantations,EAP
17503,id02001,with shuddering horror i veiled this monument of human passion and human misery i heaped over her all of flags and heavy accoutrements i could find to guard her from birds and beasts of prey until i could bestow on her a fitting grave,MWS
17504,id03900,at this moment we heard a step upon the stairs,EAP
17505,id07115,we were then to call at the house of a clergyman who would be in waiting there be maried drop talbot and proceed on a short tour to the east leaving the fashionable world at home to make whatever comments upon the matter it thought best,EAP
17506,id17517,i felt a holy rapture spring from all i saw,MWS
17507,id06638,it afforded me more real delight than all the mere worldly advantages accruing from my sin,EAP
17508,id14486,i pondered upon their conformation,EAP
17509,id01249,they have made a latin hymn upon the valor of the king and are singing it as they go mile mile mile mile mile mile decolavimus unus homo mile mile mile mile decolavimus mile mile mile vivat qui mile mile ocidit tantum vini habet nemo quantum sanguinis efudit which may be thus paraphrased a thousand a thousand a thousand a thousand a thousand a thousand we with one warior have slain a thousand a thousand a thousand a thousand,EAP
17510,id16579,to the left the character of the scene is softer and more obviously artificial,EAP
17511,id09307,with her therefore before me on my horse attended only by the servant who was to re conduct her we rode to the top kapou,MWS
17512,id13541,we will set up a candidate and ensure his suces,MWS
17513,id06788,whither does this lead,MWS
17514,id19086,despite the obvious danger of attracting notice and bringing down on our heads the dreaded police investigation a thing which after all was mercifully averted by the relative isolation of our cottage my friend sudenly excitedly and unnecessarily emptied all six chambers of his revolver into the nocturnal visitor,HPL
17515,id24647,the young man and his companion often went apart and appeared to wep,MWS
17516,id11060,no such paradises are to be found in reality as have glowed on the canvas of claude,EAP
17517,id22144,xh jxhn jxhn jxhn if yxu dxnt gx yxure nx hxmx nx yxure xnly a fxwl an xwl a cxw a sxw a dxl a pxl a pxr xld gxd fxr nxthing tx nxbxdy lxg dxg hxg xr frxg cxme xut xf a cxncxrd bxg,EAP
17518,id12913,i now felt a burning sense of the impropriety i had comited and expected nothing less than instant exposure while a vision of pistols upon the morrow floated rapidly and uncomfortably through my brain,EAP
17519,id01711,for the rest he laughed with his arms and legs and his politics were stubborn and easily understod,EAP
17520,id19367,he felt that the end of time was come he knew that one by one we should dwindle into nothingnes,MWS
17521,id11275,the old lady was childish,EAP
17522,id01952,it was merely that my uncles facial expresion disturbed no doubt by the strange dreams which our situation prompted betrayed considerable agitation and seemed not at all characteristic of him,HPL
17523,id00863,see you not the thunderbolt fal and are deafened by the shout of heaven that follows its descent,MWS
17524,id21382,my knees tottered beneath me my teeth chattered my hair started up on end,EAP
17525,id03380,i rushed towards her and embraced her with ardour but the deadly languor and coldness of the limbs told me that what i now held in my arms had ceased to be the elizabeth whom i had loved and cherished,MWS
17526,id16963,in looking about i discovered the interesting girl to whom monsieur mailard had presented me in the little parlor but my surprise was great to see her wearing a hoop and farthingale with high heeled shoes and a dirty cap of brussels lace so much too large for her that it gave her face a ridiculously diminutive expresion,EAP
17527,id23703,it is a part of mans nature to adapt itself through habit even to pain and sorow,MWS
17528,id22963,and then there stole into my fancy like a rich musical note the thought of what sweet rest there must be in the grave,EAP
17529,id21245,je lui ai cete obligation entre les autres de m auoir non seulement mis en main cc livre en anglois mais encore le manuscrit du sieur thomas danan gentilhome ecosois recomandable pour sa vertu sur la version duquel j advoue que j ay tire le plan de la miene,EAP
17530,id03462,it was in the township of dunwich in a large and partly inhabited farmhouse set against a hillside four miles from the village and a mile and a half from any other dweling that wilbur whateley was born at am on sunday the second of february ,HPL
17531,id17418,it was a painful proces and at its very start brought out a fresh and disconcerting fact,HPL
17532,id18659,hereupon mr crab desired me to use up the editor of the gad fly forthwith in the fiercest style within the scope of my ability and as a specimen of my powers,EAP
17533,id02050,antiochus epiphanes is very generally looked upon as the gog of the prophet ezekiel,EAP
17534,id12545,he was singularly tall and thin,EAP
17535,id27896,and yet how unintelligible is this in all other matters we are justly instructed to regard nature as supreme,EAP
17536,id19615,the light almost slender symmetry of his figure promised more of that ready activity which he evinced at the bridge of sighs than of that herculean strength which he has been known to wield without an efort upon occasions of more dangerous emergency,EAP
17537,id24553,in the brooding fire of autumn carter took the old remembered way past graceful lines of rolling hill and stone walled meadow distant vale and hanging wodland curving road and nestling farmstead and the crystal windings of the miskatonic crossed here and there by rustic bridges of wood or stone,HPL
17538,id20982,i was returning home from the piazeta by way of the grand canal,EAP
17539,id18612,by the time help could be sumoned every trace of the men and of their mad charge had vanished,HPL
17540,id13600,how inconstant are your feelings but a moment ago you were moved by my representations and why do you again harden yourself to my complaints,MWS
17541,id21630,its length was thirteen feet six inches height six feet eight inches,EAP
17542,id07973,he hesitated but for an instant then with a slight sigh drew in silence and put himself upon his defence,EAP
17543,id11055,had the wind suddenly changed eastward so that it blew in from the sea and over the town,HPL
17544,id06752,i watched the re awakened devotion of my sister claras timid but concentrated admiration of her father and raymonds appetite for renown and sensitiveness to the demonstrations of affection of the athenians,MWS
17545,id15789,she must have thought of these things i say,EAP
17546,id22774,this man joseph d galvez i later met and questioned and he proved distractingly imaginative,HPL
17547,id24491,the moodiness of my usual temper increased to hatred of all things and of all mankind while from the suden frequent and ungovernable outbursts of a fury to which i now blindly abandoned myself my uncomplaining wife alas was the most usual and the most patient of suferers,EAP
17548,id12539,nor did they like the strange sculptures upon the grey monoliths of ib for those sculptures were terrible with great antiquity,HPL
17549,id25499,it was late in the day before perdita awoke and a longer time elapsed before recovering from the torpor occasioned by the laudanum she perceived her change of situation,MWS
17550,id09915,i looked dizily and beheld a wide expanse of ocean whose waters wore so inky a hue as to bring at once to my mind the nubian geographers account of the mare tenebrarum,EAP
17551,id09621,the flame of a candle burned upon the poop without the least perceptible motion and a long hair held between the finger and thumb hung without the possibility of detecting a vibration,EAP
17552,id13588,put your right hand into your left hand preches pocket ten in token ov your vul zubmizion unto te angel ov te od,EAP
17553,id18635,one wolf was seen to lope away unhurt,HPL
17554,id23406,archaeologists and anthropologists are still trying to explain the bizarre designs chased on a crushed bowl of light metal whose inner side bore ominous brownish stains when found,HPL
17555,id03361,i am that is to say i was a great man but i am neither the author of junius nor the man in the mask for my name i believe is robert jones and i was born somewhere in the city of fum fudge,EAP
17556,id10733,never for one moment when most placid did i cease to pray for death,MWS
17557,id05069,my own name though as i say became simpson by act of legislature and with so much repugnance on my part that at one period i actually hesitated about accepting the legacy with the useless and annoying proviso atached,EAP
17558,id03175,the girl was young and of gentle demeanour unlike what i have since found cottagers and farmhouse servants to be,MWS
17559,id05182,these repeated insults were not to be endured by an imperious nobility,EAP
17560,id10611,much as they were attached to each other they seemed to draw inexhaustible stores of affection from a very mine of love to bestow them upon me,MWS
17561,id09134,he received a letter from her to say that she was slightly il but telling him to hasten to her that from his eyes she would receive health and that his company would be her surest medecine,MWS
17562,id15280,you are mistaken my lord the horse as i think we mentioned is not from the stables of the count,EAP
17563,id23470,with the main result of these colloquies the public is now familiar and i wish for normalitys sake there were nothing more to tel,HPL
17564,id12909,i shunned the face of man all sound of joy or complacency was torture to me solitude was my only consolation dep dark deathlike solitude,MWS
17565,id08735,not for a moment did i believe that the tale had any really substantial foundation but none the less the account held a hint of genuine teror if only because it brought in references to strange jewels clearly akin to the malign tiara i had seen at newburyport,HPL
17566,id22453,i struggled vainly for firmness sufficient to answer him but the effort destroyed all my remaining strength i sank on the chair and sobbed aloud,MWS
17567,id05435,from its nether extremity swung a large creset,EAP
17568,id04387,when she entered the court she threw her eyes round it and quickly discovered where we were seated,MWS
17569,id14942,the monster continued to utter wild and incoherent self reproaches,MWS
17570,id12670,they upthrew the damp earth,EAP
17571,id24251,ha ha ha why simpson you have an astonishing tact at making discoveries original ones i mean,EAP
17572,id15219,its forest should be our world its garden afford us fod within its walls i would establish the shaken throne of health,MWS
17573,id18861,for all his love of ireland america had not left him untouched and he hated the beautiful wasted space where peat might be cut and land opened up,HPL
17574,id04794,pardon this intrusion said i i am a traveller in want of a little rest you would greatly oblige me if you would allow me to remain a few minutes before the fire enter said de lacey and i will try in what manner i can to relieve your wants but unfortunately my children are from home and as i am blind i am afraid i shal find it difficult to procure food for you do not trouble yourself my kind host i have fod it is warmth and rest only that i ned i sat down and a silence ensued,MWS
17575,id00276,and toward the shore on the opposite bank of the river i saw the white belfry surmounting what i took to be the marsh refinery,HPL
17576,id27038,and when barzai began to climb higher and beckon eagerly it was long before atal would folow,HPL
17577,id23005,he transacted the business of the day apart from her he went out she knew not whither,MWS
17578,id19927,so instead of the poems i had hoped for there came only a shuddering blankness and ineffable lonelines and i saw at last a fearful truth which no one had ever dared to breathe before the unwhisperable secret of secrets the fact that this city of stone and stridor is not a sentient perpetuation of old new york as london is of old london and paris of old paris but that it is in fact quite dead its sprawling body imperfectly embalmed and infested with queer animate things which have nothing to do with it as it was in life,HPL
17579,id22106,when i had finished i felt satisfied that all was right,EAP
17580,id08387,it is also written that they descended one night from the moon in a mist they and the vast still lake and grey stone city ib,HPL
17581,id23794,the ship and all in it are imbued with the spirit of eld,EAP
17582,id16925,we had no means of calculating time nor could we form any guess of our situation,EAP
17583,id17295,i want whiskey good old fashioned rye exclaimed trever enthusiasticaly,HPL
17584,id10055,a rough gash was made and a wire hastily brought in contact when the patient with a hurried but quite unconvulsive movement arose from the table stepped into the middle of the flor gazed about him uneasily for a few seconds and then spoke,EAP
17585,id18719,during the first stage of the election the duke of had been thrown out the question therefore lay between lord raymond and mr ryland,MWS
17586,id12428,i am romnod and born of the blood of teloth but am not old in the ways of the granite city and yearn daily for the warm groves and the distant lands of beauty and song,HPL
17587,id12742,that raymond should marry idris was more than ever intolerable yet my pasion though a giant from its birth was too strange wild and impracticable for me to feel at once the misery i perceived in perdita,MWS
17588,id27229,the older authorities seemed rather more helpful than the newer ones and armitage concluded that the code of the manuscript was one of great antiquity no doubt handed down through a long line of mystical experimenters,HPL
17589,id13475,unmistakably he was looking at the curtained window and listening shuderingly,HPL
17590,id27083,again her chill limbs touched me as a torpedo and i shuddered in sympathy with her pain and fright,MWS
17591,id24802,it is with a confused recollection that i bring to mind the circumstances of that meting,EAP
17592,id27865,very simple were the things of which they read and spoke yet things which gave them courage and goodness and helped them by day to subdue the forest and till the fields,HPL
17593,id23970,could distinguish some words of the former which was that of a frenchman,EAP
17594,id02105,you have often agreed with me that there is but one solution to the intricate riddle of life to improve ourselves and contribute to the happiness of others and now in the very prime of life you desert your principles and shut yourself up in useless solitude,MWS
17595,id24191,he speeded up his car as he passed it and did not slacken till he had mounted the hill where his mother and her fathers before her were born and where the old white house still looked proudly across the road at the breathlessly lovely panorama of rocky slope and verdant valey with the distant spires of kingsport on the horizon and hints of the archaic dream laden sea in the farthest background,HPL
17596,id10477,welcome did not survive his father but lived to perish gloriously at fredericksburg in ,HPL
17597,id12181,raymond had fought and conquered for the athenians he had sufered on their acount peril imprisonment and hardship their gratitude affected him deply and he inly vowed to unite his fate for ever to that of a people so enthusiastically devoted to him,MWS
17598,id23956,but it is not to this fact that i now especially advert,EAP
17599,id09025,but hiram loyal to the last has held faith in me and has done that which impels me to make public at least a part of my story,HPL
17600,id18408,those who took down their receivers heard a fright mad voice shriek out help oh my gawd  ,HPL
17601,id02493,on the following day i was brought to this room with the barred windows but i have been kept informed of certain things through an aged and simple minded servitor for whom i bore a fondness in infancy and who like me loves the churchyard,HPL
17602,id17645,even now if we had courage we might be fre,MWS
17603,id17154,its voice was a kind of loathsome titer and it could speak all languages,HPL
17604,id20893,seems they get a queer crowd there for this fellow heard voices in other rooms though most of em was empty that gave him the shivers,HPL
17605,id27076,i will tell the audient void   ,HPL
17606,id00361,this spirit existed as a breath a wish a far off thought until communicated to adrian who imbibed it with ardour and instantly engaged himself in plans for its execution,MWS
17607,id05136,the river alpheus passed beneath the sea and emerged without injury to the purity of its waters,EAP
17608,id02035,not but what i think its the lords jedgment fer our iniquities that no mortal kin ever set aside armitage saw that the time for positive action had come and spoke decisively to the faltering group of frightened rustics,HPL
17609,id02460,she would never tell what her father and the boy were doing up there though once she turned pale and displayed an abnormal degree of fear when a jocose fish peddler tried the locked door leading to the stairway,HPL
17610,id02568,hence that positive appetite for system and regularity which has made me the distinguished man of business that i am,EAP
17611,id19334,manton seemed unimpressed by my arguments and eager to refute them having that confidence in his own opinions which had doubtless caused his success as a teacher whilst i was too sure of my ground to fear defeat,HPL
17612,id22754,while they were talking desrochers dropped in to say that he had heard a terrific clattering overhead in the dark small hours,HPL
17613,id08561,a lamp which had been accidentally left full of oil within the tomb was found empty it might have been exhausted however by evaporation,EAP
17614,id01432,i gave to each heroine of whom i read her beauty and matchless excellences such was antigone when she guided the blind oedipus to the grove of the eumenides and discharged the funeral rites of polynices such was miranda in the unvisited cave of prospero such haide on the sands of the ionian island,MWS
17615,id22037,he got in communication with dr houghton of aylesbury who had attended old whateley in his last ilnes and found much to ponder over in the grandfathers last words as quoted by the physician,HPL
17616,id22330,the trees of the frequent forest belts seem too large and the wild weds brambles and grasses attain a luxuriance not often found in settled regions,HPL
17617,id26151,i then moved forward and a murmuring sound arose from the crowd as they followed and surrounded me when an ill looking man approaching tapped me on the shoulder and said come sir you must follow me to mr kirwins to give an account of yourself,MWS
17618,id22981,this i would have asked him had he not been so far away but he was very far and could not be seen at all when he drew nigh that gigantic ref,HPL
17619,id06917,the few jewels they had saved supported them awhile,MWS
17620,id25734,then on his word and will depended my own happiness the fate of all dear to me,MWS
17621,id04491,i watched it attentively until sunset when it spread all at once to the eastward and westward girting in the horizon with a narrow strip of vapor and looking like a long line of low beach,EAP
17622,id17434,ah word of no meaning behind whose vast latitude of mere sound we intrench our ignorance of so much of the spiritual,EAP
